country_code_iso3,gdp_per_capita,health_exp,pop_65,pop_female,smoking_females,smoking_males
FIN,50175.29981565925,0.0920693874359131,21.7207875455222,50.7207584853832,18.3,22.6
FRA,41469.9195544229,0.113128922879696,20.0346247469881,51.5842404811336,30.1,35.6
GAB,7952.525892776509,0.0278074592351913,3.56390746835592,49.0686201649149,6.5,39.9
GMB,716.1184889791263,0.032820712774992,2.58998093938232,50.4021328963919,0.7,31.2
GEO,4722.777193864931,0.0760165899991989,14.8654914310525,52.2912375035786,5.3,55.5
DEU,47615.7400276733,0.112468346953392,21.4619619953309,50.6603673700529,28.2,33.1
GHA,2202.312164425038,0.0326237045228481,3.06889800693396,49.3258297043838,0.3,7.7
GRC,20316.568330573646,0.0804139003157616,21.6552720778435,50.916201905221,35.3,52
GRD,10640.49676033095,0.047571174800396,9.62190679562869,49.6074437635152,7.066666666666666,30.2
GTM,4549.01008110721,0.0581384375691414,4.81207250828785,50.7593494959228,4.166666666666667,20
GIN,878.599613250501,0.0412308685481548,2.92602244847935,51.8211107004733,0.8666666666666667,17.3
GNB,777.9699218025221,0.0723586902022362,2.82371633615269,51.1688071945639,3.7333333333333334,24.53333333333333
GUY,4979.002188398858,0.0494550988078117,6.45027124309697,49.8080248316125,7.066666666666666,30.2
HTI,868.3420246940705,0.0803550109267235,4.94940384843253,50.652209893517004,2.9,23.1
HND,2505.776751895597,0.0785842537879944,4.69061765907812,50.0493401684669,2,16.733333333333334
HUN,16150.772761372531,0.0687998980283737,19.1577253832321,52.4324280334941,26.8,34.8
ISL,73368.11746426535,0.0832629129290581,14.7950925565689,49.8117085224168,14.3,15.2
IND,2009.978857270392,0.0353495962917805,6.17995564947149,48.0235396426684,1.9,20.6
IDN,3893.596077572392,0.0298905447125435,5.85716561272863,49.6438821889217,2.8,76.1
IRN,5627.749268454558,0.0865966379642487,6.18457380562499,49.4391297606055,0.8,21.1
IRQ,5834.166210760614,0.0416663028299809,3.32359966279505,49.4086815277589,0.5666666666666667,33.86666666666667
IRL,78582.9480997567,0.0718438327312469,13.8658017012923,50.4255094845201,23,25.7
ISR,41719.725441705676,0.0740746408700943,11.9769860249625,50.2981265779531,15.4,35.4
ITA,34488.63885498616,0.0884025916457176,22.7516796025077,51.3766696255652,19.8,27.8
JAM,5354.236858770302,0.0598841682076454,8.79664255070196,50.3398296269012,5.3,28.6
JPN,39289.95843463575,0.109359331429005,27.576369910355,51.1592591291078,11.2,33.7
JOR,4241.788782138538,0.0811925083398819,3.84649039799834,49.389683544596,9.466666666666667,30.733333333333334
KAZ,9814.786257732796,0.0312536172568798,7.39184627103032,51.5114836468188,7,43.1
KEN,1710.5100969940536,0.0480254329741001,2.33918661191556,50.3160203897178,1.2,20.4
KIR,1625.2861000151222,0.06758303195238113,3.95262717204589,50.8485696034254,35.9,58.9
KWT,33994.40656678305,0.052913848310709,2.55047238400198,39.5481706247096,2.7,37
KGZ,1279.9450573778622,0.061858631670475,4.49472797559656,50.5248630835062,3.6,50.5
LAO,2542.486528179197,0.0252808686345816,4.0751499644481,49.7893648061644,7.3,51.2
LVA,17854.759963506414,0.0595566183328629,20.0436203206809,54.0101666562093,25.6,51
LBN,8269.787675519232,0.0819554403424263,7.00236813439294,49.705805515578,26.9,40.7
LSO,1299.1531259873295,0.05401087552309037,4.90108749682213,50.7168954341523,0.4,53.9
LBR,677.3221785453636,0.0815533772110939,3.25343179968014,49.7682910228231,1.5,18.1
LBY,7241.704481130245,0.07717745502789816,4.39204025898401,49.4837888079251,9.466666666666667,30.733333333333334
LTU,19071.299790552952,0.0645756423473358,19.7050331564608,53.7919586473278,21.3,38
LUX,116597.29563795392,0.054810743778944,14.1831541841472,49.5392589748512,20.9,26
MDG,527.5012850412818,0.0550203807651997,2.98671712579162,50.1239666132987,2.033333333333333,16.633333333333333
MWI,389.39803317883633,0.0964823141694069,2.64543493031032,50.7015156905763,4.4,24.7
MYS,11373.233002567642,0.0385939814150333,6.67175462547886,48.5785205819849,1,42.4
MDV,10330.615614093982,0.0902997627854347,3.70334460612454,37.2649814622342,2.1,55
MLI,899.6599080966151,0.0379398502409458,2.50722975755683,49.940996726292,1.6,23
MLT,30029.9670447209,0.0934099927544594,20.3493242997122,49.8733082150459,20.9,30.2
MRT,1188.8345875397326,0.0440315157175064,3.14111215805009,49.8226562187735,0.8,25.53333333333333
MUS,11238.690394896143,0.0571872070431709,11.4741730686522,50.5771064028586,3.2,40.7
MEX,9673.443673606193,0.0551654137670994,7.22368498087198,51.0892808319391,6.9,21.4
FSM,3568.290829360982,0.04109740691880387,3.99680397727273,49.1548295454545,3.6999999999999997,48.766666666666666
MNG,4121.7324346939085,0.0400230102241039,4.08353878726245,50.6695447058148,5.5,46.5
MNE,8845.914218872962,0.07809246828158693,14.9749366447439,50.5590129387722,44,47.9
MAR,3222.20063433213,0.0524520017206669,7.0129048211122,50.4038472912818,0.8,47.1
MOZ,498.9572202086523,0.0494119822978973,2.8907644574499,51.4751911012775,5.1,29.1
MMR,1325.9529237064032,0.0465907230973244,5.78464193257209,51.8078968699039,6.3,35.2
"NAM",5931.453886116169,0.0855095684528351,3.63603168074514,51.5536903157293,9.7,34.2
NRU,9888.893596529933,0.03702053055167197,8.00744272590256,49.715908872485734,43,36.9
NPL,1033.9124308263372,0.0555329509079456,5.72767077569198,54.5353433292596,9.5,37.8
NLD,53022.19139119591,0.101008348166943,19.1961926333387,50.2209435647813,24.4,27.3
NZL,42330.906397305276,0.091700553894043,15.6524245271741,50.8377693974718,14.8,17.2
NIC,2020.5470281862358,0.0864546522498131,5.24749744838026,50.7127056800849,3.2666666666666666,30.1
NER,413.9803049620889,0.0773996263742447,2.59500788269853,49.7710025976669,0.1,15.4
NGA,2028.1819701759794,0.0375553853809834,2.74737700532743,49.3361135462707,0.6,10.8
NOR,81734.46557361016,0.104463420808315,17.0492221563211,49.5246311324926,19.6,20.7
OMN,16415.157278098934,0.03849071636796,2.39278695625796,34.0140835154787,0.5,15.6
PAK,1482.4030630679774,0.0289863366633654,4.31277431133756,48.5380747169765,2.8,36.7
PAN,15575.07254829151,0.0731949135661125,8.10473107966757,49.9053836510993,2.4,9.9
PNG,2730.2747993587313,0.0246927607804537,3.44526925145617,48.9627278731314,23.5,48.8
PRY,5821.8143229232355,0.0665456876158714,6.43021500946081,49.1516113483061,5,21.6
PER,6941.235847630116,0.0499515049159527,8.08839279183076,50.3377554939133,4.8,14.966666666666667
PHL,3102.7133632993136,0.0444640778005123,5.12256876829946,49.7416573851815,7.8,40.8
POL,15422.453467739591,0.065419539809227,17.5178167625452,51.5307073794516,23.3,33.1
PRT,23403.2176426469,0.0896957442164421,21.9538575375873,52.7119617105452,16.3,30
QAT,68793.78443726136,0.0260742865502834,1.3700703387375,24.4952873836765,0.8,26.9
KOR,31380.146446865354,0.0760386362671852,14.4185558323969,49.9168817920843,6.2,40.9
MDA,4228.922475499304,0.070129506289959,11.4695563413512,52.035563123928,5.9,44.6
ROU,12306.109748204855,0.0515788830816746,18.3387013938296,51.343743063071,22.9,37.1
RUS,11288.8784475021,0.0534457787871361,14.6747083203719,53.6617623581325,23.4,58.3
RWA,772.9444599291868,0.0657159835100174,2.9381960775388,50.8610613471713,4.7,21
KNA,19275.41851265655,0.050368070602417,11.779157666090594,51.35088431886943,2.466666666666667,14.933333333333334
LCA,10566.049745846214,0.0454588681459427,9.80653035642617,50.7504535708395,7.066666666666666,30.2
VCT,7361.400961800199,0.0448712520301342,9.58978686338024,49.2087832320116,7.066666666666666,30.2
WSM,4183.407935046958,0.0334092602133751,4.80041197375197,48.2562408223201,16.7,38.1
STP,2001.1409022616363,0.0622999146580696,2.9256781090661,49.9635126426324,2.1333333333333333,20.53333333333333
SAU,23338.963458071827,0.0523025318980217,3.31408802294981,42.445847976176,1.8,25.4
SEN,1521.953554213913,0.0413406379520893,3.08682370101833,51.2773297682071,0.4,16.6
SRB,7246.191986070544,0.0843395814299583,18.3457926916963,51.002522964154,37.7,40.2
SYC,16433.935286515778,0.050067350268364,7.59454560435034,48.6549117350197,7.1,35.7
SLE,533.991184258936,0.134209275245667,2.96655621131612,50.1212721477712,8.8,41.3
SGP,64581.94401839536,0.0444038286805153,11.4633801933791,47.6581254061005,5.2,28.3
SVK,19443.562462191767,0.0674253478646278,15.629246504777,51.3383325230785,23.1,37.7
SVN,26041.81896782712,0.0818701758980751,19.6068796541788,50.2452070327013,20.1,25
SLB,2137.6906953935677,0.0409013709674279,3.59895045928894,49.1546374698249,10.866666666666667,53.8
SOM,314.5441656707632,0.0481072130302588,2.87331094294556,50.1333502129666,0.8666666666666667,14.6
ZAF,6374.028195759437,0.0811311826109886,5.31800500542302,50.6941503848595,8.1,33.2
ESP,30323.651062873952,0.0887312963604927,19.3785075224995,50.8966413132559,27.4,31.4
LKA,4102.481350144672,0.0381142050027847,10.4732197537841,51.9668176568014,0.3,27
SDN,977.273635724417,0.0634180754423141,3.58116052825144,50.047414530166,1.9666666666666668,17.233333333333334
SUR,6234.044922306462,0.062297698110342,6.90636990225525,49.7170943094202,7.4,42.9
SWZ,4145.974111686914,0.0693037807941437,4.01458794083506,51.1489306276479,1.7,16.5
SWE,54651.08536651503,0.110187463462353,20.0955249278002,49.9457761669857,18.8,18.9
CHE,82828.79737217296,0.123463220894337,18.6232165647717,50.4271246622237,22.6,28.9
SYR,2548.9722449427013,0.07993108406662947,4.50312442147583,49.8142113613984,3.5666666666666664,34.13333333333333
TJK,826.6215305387036,0.0722881481051445,3.02188755207627,49.5838354386136,4.8,37.666666666666664
THA,7273.563207320915,0.0374601632356644,11.9008931395893,51.2687046149695,1.9,38.8
MKD,6083.718948321484,0.0606211498379707,13.6701813815648,49.9664659424078,29.6,46.43333333333334
TLS,1237.1026820825382,0.0388229340314865,4.31649229400603,49.4584672410734,6.3,78.1
TGO,678.9556380611199,0.0619951225817204,2.86946801108822,50.2680472221465,0.9,14.2
TON,4364.015561349494,0.043913288662830965,5.95366144364662,49.9869184778922,11.8,44.4
TTO,17129.91309025769,0.0697873532772064,10.7349535163324,50.591326633766,12.833333333333334,21.96666666666667
TUN,3447.507909755511,0.0723245739936829,8.31567907898877,50.4371518597642,1.1,65.8
TUR,9370.176343828203,0.0421630293130875,8.4832129399716,50.6778132013215,14.1,41.1
TKM,6966.635410630771,0.0671329858402411,4.42663446194014,50.7607374042498,2.933333333333333,45.9
UGA,642.7767442920069,0.0618775598704815,1.94098692046317,50.7760788964281,3.4,16.7
UKR,3095.17358053586,0.0699532032012939,16.4346864392016,53.687750696908,13.5,47.4
ARE,43004.95335848479,0.0333428233861923,1.08500098484481,30.6366879500976,1.2,37.4
GBR,42962.412766355286,0.0963169410824776,18.3958656741466,50.6352745607579,20,24.7
TZA,1060.99461489421,0.036454513669014,2.60129917835952,50.0510109095796,3.3,26.7
USA,62886.836484559906,0.170612692832947,15.8076540556035,50.5200146539124,19.1,24.6
URY,17277.97011054961,0.0929621160030365,14.8145195308593,51.7215426942936,14,19.9
UZB,1532.371676796836,0.0641438513994217,4.4191378781364,50.137358915283,1.3,24.7
VUT,3123.8933964995563,0.0409013709674279,3.64015306819735,49.2888015717092,2.8,34.5
VEN,7112.246475992346,0.0118121011182666,7.26698662012597,50.6332598022849,5.1,17.6
VNM,2566.5969495851127,0.0553212836384773,7.2749782978793,50.0964096241893,1,45.9
YEM,944.4084993734193,0.06927263115843144,2.87626975604452,49.6116574930849,7.6,29.2
ZMB,1539.9001577990691,0.0447034128010273,2.09967802593266,50.49320776034,3.1,24.7
ZWE,2146.996384877074,0.0663591623306274,2.93952365300113,52.3567520651976,1.6,30.7
